id,sub_dist,Village,longitude,Latitude,B,POINT_X,POINT_Y,DEM,slope_pc,DEM_accu,DEM_flength,DEM_curv,DEM_Plan_Curv,DEM_Prf_Curv,landuse,LST.jan1,LST.apr7,LST.jun26,LST.sep30,NDVI_JAN4,NDVI_Apr4,preciJan2019,preciApr2019,preciJun2019,preciSep2019
1,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
2,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
3,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
4,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
14,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
15,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
18,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
19,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
22,Ambalappuzha,Ambalappuzha,76.39055499,9.383611,0.276,652691.3099,1037565.734,4,0,3,37.84447479,0,0,0,16,27.23000526,35.23000336,25.8699894,28.3699894,0.809276879,0.692678988,0.003041517,0.14179945,0.526782095,0.559304416
23,Ambalappuzha,Ambalappuzha,76.368611,9.393333,0.339,650277.097,1038631.423,2,1.401340842,20,244.9068604,0,0,0,8,28.17000771,34.55001068,28.29000282,27.5700016,0.762300313,0.51873672,0.003041517,0.14179945,0.526782095,0.559304416
24,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
26,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
27,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
28,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
29,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
31,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
32,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
33,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
34,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
35,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
36,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
37,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
38,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
39,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
40,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
41,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
42,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
43,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
44,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
45,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
46,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
47,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
48,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
49,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
50,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
51,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
52,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
53,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
54,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
58,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
59,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
60,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
61,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
62,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
64,Ambalappuzha,Ambalappuzha,76.376389,9.471944,0.624,651097.0647,1047328.374,2,0,17,199.6728058,0,0,0,30,26.29000282,31.5700016,NA,26.33001137,0.88712436,0.047960848,0.003507967,0.137690827,0.528703153,0.562162459
65,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
66,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
67,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
68,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
69,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
70,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
71,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
72,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
73,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
75,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
76,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
77,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
79,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
80,Ambalappuzha,Ambalappuzha,76.435555,9.3333,0.265,657656.2262,1032021.592,1,1.401340842,0,0,0,0,0,29,26.01000404,33.92998505,27.33001137,27.12999916,0.771529019,0.632857502,0.003171132,0.14089565,0.528920352,0.56177932
81,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
82,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
83,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
85,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
86,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
87,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
94,Ambalappuzha,Ambalappuzha,76.47361099,9.355556,0.291,661826.2165,1034500.191,2,0,19,217.5128632,0,0,0,29,28.0700016,33.01000214,27.02999306,29.61001015,0.893137753,0.283950627,0.003171132,0.14089565,0.528920352,0.56177932
95,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
103,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
107,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
108,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
110,Ambalappuzha,Ambalappuzha,76.47361099,9.355556,0.291,661826.2165,1034500.191,2,0,19,217.5128632,0,0,0,29,28.0700016,33.01000214,27.02999306,29.61001015,0.893137753,0.283950627,0.003171132,0.14089565,0.528920352,0.56177932
112,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
115,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
116,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
117,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
118,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
119,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
120,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
121,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
123,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
124,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
128,Ambalappuzha,Ambalappuzha,76.393056,9.358889,0.276,652976.8135,1034832.8,2,0,0,0,0,0,0,1,26.99001503,35.20998383,27.30999184,27.08999062,0.78569442,-0.016783644,0.003041517,0.14179945,0.526782095,0.559304416
129,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
131,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
132,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
133,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
134,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
135,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
137,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
138,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
139,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
140,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
141,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
142,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
143,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
144,Ambalappuzha,Ambalappuzha,76.359167,9.373334,0.286,649248.4904,1036415.719,9,4.431428909,0,0,1.256803989,0.628401995,-0.628401995,15,28.17000771,33.80998993,27.68999672,27.11001015,0.700475991,0.603881299,0.003041517,0.14179945,0.526782095,0.559304416
145,Ambalappuzha,Ambalappuzha,76.4025,9.338333,0.624,654023.1333,1032563.609,0,3.963590622,1,12.6148243,-0.628401995,0,0.628401995,30,26.3699894,35.68999481,28.9699955,28.58999062,0.809007287,0.157659337,0.003041517,0.14179945,0.526782095,0.559304416
146,Ambalappuzha,Ambalappuzha,76.47361099,9.355556,0.291,661826.2165,1034500.191,2,0,19,217.5128632,0,0,0,29,28.0700016,33.01000214,27.02999306,29.61001015,0.893137753,0.283950627,0.003171132,0.14089565,0.528920352,0.56177932
148,Ambalappuzha,Ambalappuzha,76.382777,9.528333,0.303,651773.6098,1053567.267,3,11.29797173,0,0,0,0.157100499,0.157100499,34,NA,NA,NA,NA,-0.250737458,-0.104777873,0.003761876,0.133437872,0.529456258,0.564080417
153,Ambalappuzha,Ambalappuzha,76.47361099,9.355556,0.291,661826.2165,1034500.191,2,0,19,217.5128632,0,0,0,29,28.0700016,33.01000214,27.02999306,29.61001015,0.893137753,0.283950627,0.003171132,0.14089565,0.528920352,0.56177932
154,Ambalappuzha,Ambalappuzha,76.47361099,9.355556,0.291,661826.2165,1034500.191,2,0,19,217.5128632,0,0,0,29,28.0700016,33.01000214,27.02999306,29.61001015,0.893137753,0.283950627,0.003171132,0.14089565,0.528920352,0.56177932
155,Ambalappuzha,Ambalappuzha,76.47361099,9.355556,0.291,661826.2165,1034500.191,2,0,19,217.5128632,0,0,0,29,28.0700016,33.01000214,27.02999306,29.61001015,0.893137753,0.283950627,0.003171132,0.14089565,0.528920352,0.56177932
